# Id	FilePath			R	G	B
[TEXTURES]
84	Resources/Enemies/Ghost.png	116	116	116
86	Resources/Enemies/Hunchman.png	116	116	116
87	Resources/Enemies/Skeleton.png	116	116	116
9	Resources/Weapons/Bone.png	116	116	116

# id	left	top	right	bottom	texture_id
[SPRITES]

#Ghost
193	0	0	32	32	84
194	32	0	64	32	84

# Hunchman
195	0	0	32	32	86
196	32	0	64	32	86

# Skeleton
201	0	0	32	64	87
202	32	0	64	64	87

# Bone
77	0	0	32	32	9
78	32	0	64	32	9
79	64	0	96	32	9

# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]

# Ghost
156	193	120	194	120

# Hunchman
157	195	120	196	120

# Skeleton
160	201	120	202	120

# Bone
59	77	120	78	120	79	120

#
# id	ani1	ani2	ani3
# id tuan theo define
[ANIMATION_SETS]

# Ghost
84	156

# Hunchman
86	157

# Skeleton
87	160

# Bone
9	59

[OBJECTS]
# type	x	y	extra_settings per object type
# type: 1 = Brick, 2 = Torch, 3 = Gate, 4 = Stairs
# 5 = DarkenBat, 6 = Knight, 7 = BreakableBrick, 8 = Candle, 9 = Moving Flatform
# 10 = Hunchman, 12 = Skeleton

# Skeleton
12	112	217

# Hunchman
10	864	249

#Candle
8	1472	345	100
8	1344	377	100
8	1216	377	100
8	1088	377	100
8	960	377	100
8	832	377	100
8	704	377	100
8	576	377	100
8	448	377	100
8	320	217	100
8	192	345	100

#Stairs
4	304	249	-1	1
4	272	217	-1	1
4	240	185	-1	1
4	208	153	-1	1
4	176	121	-1	1
4	144	89	-1	1

#Gate
3	1520	344	3
3	112	24	5

#BRICK
1	1520	281	4
1	1488	281	4

1	1520	409	4
1	1488	409	4
1	1456	409	4
1	1424	409	4
1	1392	409	4
1	1360	409	4

1	1520	441	4
1	1488	441	4
1	1456	441	4
1	1424	441	4
1	1392	441	4
1	1360	441	4
1	1328	441	4
1	1296	441	4
1	1264	441	4
1	1232	441	4
1	1200	441	4
1	1168	441	4
1	1136	441	4
1	1104	441	4
1	1072	441	4
1	1040	441	4
1	1008	441	4
1	976	441	4
1	944	441	4
1	912	441	4
1	880	441	4
#
1	880	345	4
1	848	345	4
#
1	848	441	4
1	816	441	4
1	784	441	4
1	752	441	4
1	720	441	4
1	688	441	4
1	656	441	4
1	624	441	4
#
1	624	345	4
#Breakalbe Brick
7	592	345	4
#
1	592	441	4
1	560	441	4
1	528	441	4
1	496	441	4
1	464	441	4
1	432	441	4
1	400	441	4
1	368	441	4
#
1	368	281	4
1	336	281	4
1	304	281	4
1	272	281	4
1	240	281	4
1	208	281	4
#
1	336	441	4
1	304	441	4
1	272	441	4
#
1	240	409	4
1	208	409	4
1	176	409	4
1	144	409	4
#
#
1	112	345	4
1	80	345	4
1	112	89	4
1	80	89	4
#
1	48	441	4
1	16	441	4
1	48	409	4
1	16	409	4
1	48	377	4
1	16	377	4
1	48	345	4
1	16	345	4
1	48	313	4
1	16	313	4
1	48	281	4
1	16	281	4
1	48	249	4
1	16	249	4
1	48	217	4
1	16	217	4
1	48	185	4
1	16	185	4
1	48	153	4
1	16	153	4
1	48	121	4
1	16	121	4
1	48	89	4
1	16	89	4


#idStage -- mapFilePath -- RowMap -- ColumnMap -- tilesetFilePath -- RowTileset -- ColumnTileset
[TILEMAP]
2000	Resources/TileMap/TilesetStage3_1Text.txt	12	48	Resources/TileMap/TilesetStage3.png	5	12	1282
